CustomerID,Annual Income (k$),Spending Score (1-100)
140,41.53703525349067,35.90688617990063
141,63.41189901906194,29.444490110839215
142,79.60714131423643,56.09218028729781
143,35.88775148158159,56.124164277718066
144,62.769507877984566,37.32642061572176
145,63.89824191372635,38.22404235954193
146,71.72734307665965,55.801248433940906
147,41.44573933682877,13.797891462566895
148,40.193150803735854,14.813405640586119
149,67.82912348425347,32.0388944686891
150,64.45477009849779,44.66382120720382
151,63.75739275518815,57.77268913995012
152,65.19672314245463,86.88390542373881
153,49.79962917632264,71.44149058005048
154,63.48380545741505,46.00153675091432
155,64.39608709948021,49.52459480243278
156,49.28472872960448,24.93676588405478
157,87.98661766717134,49.53717160019025
158,67.10749381367681,42.78353402699654
159,42.13044754196027,58.067964008452236
160,69.84830412950744,29.319226411191927
161,45.379774946590175,62.983662856029305
162,71.80626905613678,88.31847282506445
163,77.37893368511106,47.280996288578564
164,47.68976522472434,60.042793052473534
165,74.45064193866483,67.2535997927778
166,66.19171390404748,39.969488202854095
167,72.33090239991735,55.60231204526042
168,88.4518947398092,50.31481001954487
169,56.31917825995694,52.441902463720794
170,48.693957534637654,30.67475540361334
171,46.65728355561715,50.612754356473566
172,47.762845725518424,62.44995728113624
173,58.843474358788434,86.27859019487605
174,65.11727962224965,73.98177065213017
175,64.15036198995028,103.82956143778891
176,72.40774873554035,30.816310927798764
177,60.19502837816861,71.80801591801696
178,81.80301115735975,54.583550143458794
179,56.03014750143066,104.74507333044181
180,100.80253749884429,29.792542866121213
181,69.3850102164751,29.0069539454806
182,47.14263665375576,35.015183863899445
183,43.93661252908332,0.0
184,67.23708622864778,36.856124457980975
185,56.64805822011223,31.02168346115755
186,70.71000741138138,53.75984466190519
187,67.09856436860318,58.54389939442898
188,58.90756631014691,96.90427098039716
189,47.29809422897392,73.76059595465125
190,37.27729162971203,35.577408608439924
191,53.302275718994686,27.53963321629105
192,72.84598191485209,62.29797928766264
193,63.21140616195306,16.994169824483947
194,41.31391831932018,95.78646914635884
195,62.59771388776773,79.48600301803218
196,65.77976069593255,38.27060869738238
197,46.74213845698301,7.171636772728064
198,62.305876589182915,83.84680935413533
199,60.87313077669,47.13650386868456
200,42.85544553254066,80.94540779933655
